IID,sample_type,KNN_prediction,RandomForest_prediction,consensus_prediction,KNN_confidence,RandomForest_confidence
GTEX-145LS,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-145LT,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-145LU,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-145LV,GTEx,EUR,AFR,EUR,1.0,0.35
GTEX-145ME,GTEx,AFR,AFR,AFR,1.0,0.75
GTEX-145MF,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-145MG,GTEx,AFR,AFR,AFR,1.0,0.83
GTEX-145MH,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-145MI,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-145MN,GTEx,AFR,AFR,AFR,1.0,0.79
GTEX-145MO,GTEx,EUR,AFR,EUR,1.0,0.46
GTEX-146FH,GTEx,EUR,EUR,EUR,0.802267760852988,0.41
GTEX-146FQ,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-146FR,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-14753,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1477Z,GTEx,EUR,AFR,EUR,1.0,0.36
GTEX-147F3,GTEx,AMR,AMR,AMR,1.0,0.97
GTEX-147F4,GTEx,EUR,EUR,EUR,1.0,0.31
GTEX-147GR,GTEx,EUR,EUR,Uncertain,0.5995897853042985,0.43
GTEX-147JS,GTEx,EUR,EUR,EUR,1.0,0.43
GTEX-148VI,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-148VJ,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-1497J,GTEx,AFR,AFR,AFR,1.0,0.82
GTEX-14A5H,GTEx,EUR,AFR,EUR,1.0,0.34
GTEX-14A5I,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-14A6H,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-14ABY,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-14AS3,GTEx,EAS,EAS,EAS,1.0,0.71
GTEX-14ASI,GTEx,AFR,AFR,AFR,1.0,0.81
GTEX-14B4R,GTEx,EUR,EUR,EUR,1.0,0.44
GTEX-14BIL,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-14BIM,GTEx,EUR,AFR,EUR,1.0,0.33
GTEX-14BIN,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-14BMU,GTEx,EUR,AFR,EUR,1.0,0.31
GTEX-14BMV,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-14C38,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-14C39,GTEx,EUR,AFR,EUR,1.0,0.34
GTEX-14C5O,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-14DAQ,GTEx,EUR,EUR,EUR,1.0,0.44
GTEX-14DAR,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-14E1K,GTEx,AFR,AFR,AFR,1.0,0.83
GTEX-14E6C,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-14E6D,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-14E6E,GTEx,EUR,EUR,EUR,1.0,0.42
GTEX-14E7W,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-14H4A,GTEx,EUR,AFR,EUR,1.0,0.34
GTEX-14ICK,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-14ICL,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-14JFF,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-14JG1,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-14JG6,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-14JIY,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-14LLW,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-14LZ3,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-14PHW,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-14PHX,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-14PHY,GTEx,AFR,AFR,AFR,1.0,0.8
GTEX-14PII,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-14PJ2,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-14PJ3,GTEx,AMR,AMR,AMR,1.0,0.97
GTEX-14PJ4,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-14PJ5,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-14PJ6,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-14PJM,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-14PJN,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-14PJO,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-14PJP,GTEx,EUR,AFR,EUR,1.0,0.31
GTEX-14PK6,GTEx,EUR,EUR,EUR,1.0,0.44
GTEX-14PKU,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-14PKV,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-14PN3,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-14PN4,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-14PQA,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-14XAO,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-15CHC,GTEx,EUR,AFR,EUR,1.0,0.3
GTEX-15CHQ,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-15CHR,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-15D1Q,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-15D79,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-15DCD,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-15DCE,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-15DDE,GTEx,AFR,AFR,AFR,1.0,0.82
GTEX-15DYW,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-15DZA,GTEx,AMR,AMR,AMR,1.0,0.56
GTEX-15EO6,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-15EOM,GTEx,EUR,AFR,EUR,1.0,0.34
GTEX-15ER7,GTEx,EUR,EUR,EUR,1.0,0.47
GTEX-15ETS,GTEx,EUR,AFR,EUR,1.0,0.31
GTEX-15EU6,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-15F5U,GTEx,EUR,AFR,EUR,1.0,0.41
GTEX-15FZZ,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-15G19,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-15G1A,GTEx,EUR,EUR,EUR,1.0,0.43
GTEX-15RIE,GTEx,EUR,AFR,EUR,1.0,0.33
GTEX-15RIF,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-15RIG,GTEx,EUR,AFR,EUR,1.0,0.4
GTEX-15RJ7,GTEx,AFR,AFR,AFR,1.0,0.82
GTEX-15RJE,GTEx,EUR,AFR,EUR,1.0,0.34
GTEX-15SB6,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-15SDE,GTEx,AFR,AFR,AFR,1.0,0.79
GTEX-15SHU,GTEx,EUR,EUR,EUR,1.0,0.31
GTEX-15SHV,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-15SHW,GTEx,AFR,AFR,AFR,1.0,0.77
GTEX-15SKB,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-15SZO,GTEx,AMR,AMR,AMR,1.0,0.95
GTEX-15UF6,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-15UF7,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-15UKP,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-169BO,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-16A39,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-16AAH,GTEx,SAS,SAS,SAS,1.0,1.0
GTEX-16BQI,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-16GPK,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-16MT8,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-16MT9,GTEx,EUR,AMR,EUR,1.0,0.31
GTEX-16MTA,GTEx,EUR,AFR,EUR,1.0,0.35
GTEX-16NFA,GTEx,AFR,AFR,AFR,1.0,0.79
GTEX-16NGA,GTEx,AFR,AFR,AFR,1.0,0.8
GTEX-16NPV,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-16NPX,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-16XZY,GTEx,AMR,AMR,AMR,1.0,0.86
GTEX-16XZZ,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-16YQH,GTEx,EUR,AFR,Uncertain,0.5982642623195047,0.32
GTEX-16Z82,GTEx,EUR,EUR,EUR,1.0,0.43
GTEX-178AV,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-17EUY,GTEx,AFR,AMR,Uncertain,0.617216063135638,0.36
GTEX-17EVP,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-17EVQ,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-17F96,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-17F97,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-17F98,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-17F9E,GTEx,AMR,AMR,AMR,1.0,0.95
GTEX-17F9Y,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-17GQL,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-17HG3,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-17HGU,GTEx,EUR,AFR,EUR,1.0,0.3
GTEX-17HHE,GTEx,AMR,EUR,Uncertain,0.5981363222572653,0.36
GTEX-17HHY,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-17HII,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-17JCI,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-17KNJ,GTEx,EUR,AFR,EUR,1.0,0.28
GTEX-17MF6,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-17MFQ,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-183FY,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-183WM,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-18465,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-18A66,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-18A67,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-18A6Q,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-18A7A,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-18A7B,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-18D9A,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-18D9B,GTEx,EUR,EUR,EUR,0.8043221292604784,0.4
GTEX-18D9U,GTEx,AMR,AMR,AMR,1.0,0.96
GTEX-18QFQ,GTEx,AFR,AFR,AFR,1.0,0.8
GTEX-1A32A,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-1A3MV,GTEx,EUR,AFR,EUR,1.0,0.38
GTEX-1A3MW,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-1A3MX,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1A8FM,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-1A8G6,GTEx,EUR,AFR,EUR,1.0,0.33
GTEX-1A8G7,GTEx,EUR,EUR,EUR,1.0,0.31
GTEX-1AMEY,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-1AMFI,GTEx,EUR,AFR,EUR,1.0,0.4
GTEX-1AX8Z,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-1AX9I,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-1AX9J,GTEx,EUR,EUR,EUR,1.0,0.44
GTEX-1AX9K,GTEx,EUR,AFR,EUR,1.0,0.28
GTEX-1AYCT,GTEx,EUR,AFR,EUR,1.0,0.37
GTEX-1AYD5,GTEx,AFR,AFR,AFR,1.0,0.81
GTEX-1B8KE,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-1B8KZ,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-1B8L1,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-1B8SF,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-1B8SG,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-1B932,GTEx,EUR,EUR,EUR,1.0,0.45
GTEX-1B933,GTEx,EUR,EUR,EUR,1.0,0.43
GTEX-1B97I,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-1B97J,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-1B996,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-1BAJH,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1C2JI,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-1C475,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-1C4CL,GTEx,EAS,EAS,EAS,1.0,0.96
GTEX-1C64N,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-1C64O,GTEx,AFR,AFR,AFR,1.0,0.77
GTEX-1C6VQ,GTEx,EUR,AFR,EUR,1.0,0.31
GTEX-1C6VR,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-1C6WA,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-1CAMQ,GTEx,EUR,EUR,EUR,1.0,0.42
GTEX-1CAMR,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-1CAMS,GTEx,EAS,EAS,EAS,1.0,0.88
GTEX-1CAV2,GTEx,AFR,AFR,AFR,1.0,0.78
GTEX-1CB4E,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1CB4F,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1CB4G,GTEx,EUR,EUR,EUR,1.0,0.46
GTEX-1CB4H,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1CB4I,GTEx,EUR,EUR,EUR,1.0,0.42
GTEX-1CB4J,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-1E1VI,GTEx,EUR,AFR,EUR,1.0,0.44
GTEX-1E2YA,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-1EH9U,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-1EKGG,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-1EMGI,GTEx,AFR,AFR,AFR,1.0,0.96
GTEX-1EN7A,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-1EU9M,GTEx,EUR,AFR,EUR,1.0,0.41
GTEX-1EWIQ,GTEx,EUR,AFR,EUR,1.0,0.3
GTEX-1EX96,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-1F48J,GTEx,EUR,EUR,EUR,0.8025654178986941,0.34
GTEX-1F52S,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-1F5PK,GTEx,EUR,AFR,EUR,1.0,0.31
GTEX-1F5PL,GTEx,EUR,AFR,EUR,1.0,0.33
GTEX-1F6I4,GTEx,AFR,AFR,AFR,1.0,0.82
GTEX-1F6IF,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-1F6RS,GTEx,EUR,AFR,EUR,1.0,0.33
GTEX-1F75A,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-1F75B,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-1F75I,GTEx,AFR,AFR,AFR,1.0,0.81
GTEX-1F75W,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-1F7RK,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-1F88E,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-1F88F,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-1FIGZ,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1GF9U,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-1GF9V,GTEx,EUR,AFR,EUR,1.0,0.3
GTEX-1GF9W,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-1GF9X,GTEx,AMR,AMR,AMR,1.0,0.89
GTEX-1GL5R,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-1GMR2,GTEx,AFR,AFR,AFR,1.0,0.85
GTEX-1GMR3,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-1GMR8,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1GMRU,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1GN1U,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-1GN1V,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-1GN1W,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-1GN2E,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-1GN73,GTEx,EUR,EUR,EUR,0.8031065637981277,0.35
GTEX-1GPI6,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1GPI7,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-1GTWX,GTEx,EUR,AFR,EUR,1.0,0.38
GTEX-1GZ2Q,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-1GZ4H,GTEx,AFR,AFR,AFR,1.0,0.76
GTEX-1GZ4I,GTEx,EUR,EUR,EUR,1.0,0.45
GTEX-1GZHY,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-1H11D,GTEx,EUR,EUR,EUR,1.0,0.45
GTEX-1H1DE,GTEx,EUR,EUR,EUR,0.8023218720153505,0.33
GTEX-1H1DF,GTEx,EUR,EUR,EUR,1.0,0.43
GTEX-1H1DG,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-1H1E6,GTEx,EUR,AFR,EUR,1.0,0.34
GTEX-1H1ZS,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-1H23P,GTEx,EUR,AFR,EUR,1.0,0.41
GTEX-1H2FU,GTEx,EUR,EUR,EUR,1.0,0.43
GTEX-1H3NZ,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-1H3O1,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-1H3VE,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1H3VY,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-1H4P4,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-1HB9E,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-1HBPH,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-1HBPI,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-1HBPM,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-1HBPN,GTEx,AFR,AFR,AFR,1.0,0.77
GTEX-1HC8U,GTEx,AFR,AFR,AFR,1.0,0.96
GTEX-1HCU6,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-1HCU7,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1HCU8,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-1HCU9,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-1HCUA,GTEx,AFR,AFR,AFR,1.0,0.81
GTEX-1HCVE,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-1HFI6,GTEx,AFR,AFR,AFR,1.0,0.79
GTEX-1HFI7,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-1HGF4,GTEx,EUR,AFR,EUR,1.0,0.38
GTEX-1HKZK,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-1HR98,GTEx,EUR,AFR,EUR,1.0,0.29
GTEX-1HR9M,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-1HSEH,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-1HSGN,GTEx,AFR,AFR,AFR,1.0,0.83
GTEX-1HSKV,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-1HSMO,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1HSMP,GTEx,AFR,AFR,AFR,1.0,0.84
GTEX-1HSMQ,GTEx,AFR,AFR,AFR,1.0,0.83
GTEX-1HT8W,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-1HUB1,GTEx,EUR,AFR,EUR,1.0,0.42
GTEX-1I19N,GTEx,EUR,AFR,EUR,1.0,0.35
GTEX-1I1CD,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-1I1GP,GTEx,EUR,EUR,EUR,1.0,0.31
GTEX-1I1GQ,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-1I1GR,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-1I1GS,GTEx,EUR,AFR,EUR,1.0,0.34
GTEX-1I1GT,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-1I1GU,GTEx,AMR,AMR,AMR,1.0,0.41
GTEX-1I1GV,GTEx,EUR,AFR,EUR,1.0,0.35
GTEX-1I1HK,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-1I4MK,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-1I6K6,GTEx,AMR,AMR,AMR,1.0,0.72
GTEX-1I6K7,GTEx,EUR,EUR,EUR,1.0,0.3
GTEX-1ICG6,GTEx,EUR,AFR,EUR,1.0,0.34
GTEX-1ICLY,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-1ICLZ,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-1IDFM,GTEx,EUR,EUR,EUR,1.0,0.47
GTEX-1IDJC,GTEx,AMR,AMR,AMR,1.0,0.98
GTEX-1IDJD,GTEx,EUR,AFR,EUR,1.0,0.41
GTEX-1IDJE,GTEx,EUR,AFR,EUR,1.0,0.31
GTEX-1IDJF,GTEx,EUR,EUR,EUR,1.0,0.43
GTEX-1IDJH,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-1IDJI,GTEx,AFR,AFR,AFR,1.0,0.76
GTEX-1IDJU,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-1IDJV,GTEx,EUR,AFR,EUR,1.0,0.41
GTEX-1IE54,GTEx,EUR,AFR,EUR,1.0,0.46
GTEX-1IGQW,GTEx,EUR,AFR,EUR,1.0,0.33
GTEX-1IKJJ,GTEx,EUR,AFR,EUR,1.0,0.36
GTEX-1IKK5,GTEx,AFR,AFR,AFR,1.0,0.78
GTEX-1IKOE,GTEx,AFR,AFR,AFR,1.0,0.82
GTEX-1IKOH,GTEx,EUR,AFR,EUR,1.0,0.33
GTEX-1IL2U,GTEx,AFR,AFR,AFR,1.0,0.8
GTEX-1IL2V,GTEx,AFR,AFR,AFR,1.0,0.79
GTEX-1IOXB,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-1IY9M,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-1J1OQ,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-1J1R8,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-1J8EW,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1J8JJ,GTEx,EUR,EUR,EUR,1.0,0.31
GTEX-1J8Q2,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-1J8Q3,GTEx,EUR,EUR,EUR,0.803734526126969,0.4
GTEX-1J8QM,GTEx,EUR,AFR,EUR,1.0,0.39
GTEX-1JJ6O,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-1JJEA,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-1JK1U,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-1JKYN,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-1JKYR,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-1JMLX,GTEx,AFR,AFR,AFR,1.0,0.77
GTEX-1JMOU,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-1JMPY,GTEx,AFR,AFR,AFR,1.0,0.6
GTEX-1JMPZ,GTEx,AFR,AFR,AFR,1.0,0.79
GTEX-1JMQI,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-1JMQJ,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1JMQK,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-1JMQL,GTEx,AFR,AFR,AFR,1.0,0.81
GTEX-1JN1M,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-1JN6P,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-1JN76,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-1K2DA,GTEx,EUR,EUR,EUR,0.8025550587680625,0.4
GTEX-1K2DU,GTEx,EUR,AFR,EUR,1.0,0.44
GTEX-1K9T9,GTEx,EUR,EUR,EUR,1.0,0.42
GTEX-1KAFJ,GTEx,EAS,EAS,EAS,1.0,0.98
GTEX-1KANA,GTEx,EUR,EUR,EUR,0.8003504448757994,0.32
GTEX-1KANB,GTEx,AFR,AFR,AFR,1.0,0.78
GTEX-1KANC,GTEx,AFR,AFR,AFR,1.0,0.8
GTEX-1KD4Q,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-1KD5A,GTEx,EUR,AFR,EUR,1.0,0.43
GTEX-1KWVE,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-1KXAM,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-1L5NE,GTEx,EUR,EUR,EUR,1.0,0.31
GTEX-1LB8K,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-1LBAC,GTEx,AFR,AFR,AFR,1.0,0.78
GTEX-1LC47,GTEx,EUR,EUR,EUR,1.0,0.3
GTEX-1LG7Y,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-1LG7Z,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-1LGOU,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-1LGRB,GTEx,SAS,SAS,SAS,1.0,0.74
GTEX-1LH75,GTEx,EUR,AFR,EUR,1.0,0.35
GTEX-1LKK1,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1LNCM,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-1LSNL,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-1LSNM,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-1LSVX,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-1LVA9,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-1LVAM,GTEx,EUR,EUR,EUR,1.0,0.42
GTEX-1LVAN,GTEx,EAS,EAS,EAS,1.0,0.92
GTEX-1LVAO,GTEx,EUR,AMR,EUR,1.0,0.32
GTEX-1M4P7,GTEx,EUR,EUR,EUR,1.0,0.43
GTEX-1M5QR,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-1MA7W,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-1MA7X,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-1MCC2,GTEx,AFR,AFR,AFR,1.0,0.83
GTEX-1MCQQ,GTEx,EUR,EUR,EUR,1.0,0.38
